token,count,coverage_percent
89113933,1,0.00
fanxing68,1,0.00
chinahr,1,0.00
mytin,1,0.00
xiaomoon,1,0.00
coocboy,1,0.00
chengjunvb,1,0.00
zxcisme,1,0.00
yongsky,1,0.00
yongsky2,1,0.00
yinghf,1,0.00
pdling,1,0.00
pdling2007,1,0.00
linlion,1,0.00
tianduzheng,1,0.00
hanshouyin,1,0.00
ywang101,1,0.00
kaishi1111,1,0.00
lklk7878,1,0.00
seven789789,1,0.00
micald,1,0.00
richman8,1,0.00
mabanphy,1,0.00
850412,1,0.00
xiang850412,1,0.00
gegeaini0849,1,0.00
gegeaini,1,0.00
visualassist4680,1,0.00
visualassist,1,0.00
weimingzhu,1,0.00
wanrui_7,1,0.00
rainsx1999,1,0.00
rainsx,1,0.00
minelove,1,0.00
benbenfaye,1,0.00
xinxishi,1,0.00
bingoq,1,0.00
jiayuewei,1,0.00
jxq19881013,1,0.00
yucombj,1,0.00
cenwenhuan,1,0.00
cenwenhuan1909,1,0.00
tatter,1,0.00
ameng418,1,0.00
lixiaohui2007,1,0.00
hujunjun,1,0.00
paultang,1,0.00
user5009,1,0.00
littleylj,1,0.00
ximenziwang,1,0.00
yintiecheng,1,0.00
sammy4402120,1,0.00
4402120,1,0.00
liuyang1981,1,0.00
richeincool,1,0.00
aihaozhe203,1,0.00
njds,1,0.00
740110,1,0.00
voide,1,0.00
hzj850414,1,0.00
stener,1,0.00
12955181,1,0.00
zj801025,1,0.00
jackheike,1,0.00
algernon,1,0.00
wxswxswxs,1,0.00
clin003,1,0.00
01172002,1,0.00
yf01172002,1,0.00
hhsh2006,1,0.00
zhujierui,1,0.00
zyttony,1,0.00
fengqing007,1,0.00
pengshengyongadi,1,0.00
dyf2000,1,0.00
sz111222333,1,0.00
beisitaman,1,0.00
xetel,1,0.00
363497887,1,0.00
xjliwx,1,0.00
440624,1,0.00
5212360223,1,0.00
dhliwei,1,0.00
luyichu,1,0.00
dj6723,1,0.00
wsbbsw,1,0.00
zwp0526,1,0.00
max0960,1,0.00
nlvivian,1,0.00
hnzgw,1,0.00
vickler,1,0.00
hdbrwlf,1,0.00
10052382,1,0.00
asonchen,1,0.00
505412,1,0.00
leeving,1,0.00
bwater,1,0.00
baffen,1,0.00
chamn,1,0.00
renowang,1,0.00
agang200008,1,0.00
shellwin,1,0.00
lihaibo168,1,0.00
16490304,1,0.00
18230,1,0.00
jeremie2008,1,0.00
jeremie,1,0.00
asuccessfull,1,0.00
hetao110119,1,0.00
yanglai1234,1,0.00
20061110060046,1,0.00
wlx123456,1,0.00
wlldds,1,0.00
yongwei2000,1,0.00
19830712,1,0.00
175055724,1,0.00
115424258,1,0.00
szvalley,1,0.00
dsyg,1,0.00
dsyg2005,1,0.00
chikanda,1,0.00
forerver,1,0.00
wesome,1,0.00
3436297,1,0.00
katrina11,1,0.00
heyao1113,1,0.00
172100111,1,0.00
caofangcai,1,0.00
anggi,1,0.00
kidis,1,0.00
testlwriter,1,0.00
synge120,1,0.00
130166,1,0.00
aaaa130166,1,0.00
efeeling,1,0.00
dwjse,1,0.00
zhzhaohua,1,0.00
zhzhaohua07,1,0.00
16137,1,0.00
zhk16137,1,0.00
81191695,1,0.00
chenfei213,1,0.00
63367197,1,0.00
zklx,1,0.00
zklx4488,1,0.00
dingnan,1,0.00
futurecop,1,0.00
ssmcssmc,1,0.00
shihongzhi,1,0.00
28849509,1,0.00
yunnar,1,0.00
rebao,1,0.00
zpdsgtc520,1,0.00
zpdsgtc,1,0.00
chevalier,1,0.00
lbqchina,1,0.00
rrbb,1,0.00
alabebop,1,0.00
numberzht,1,0.00
chorsong,1,0.00
wacyy,1,0.00
bity,1,0.00
bity2004,1,0.00
liudianxun18,1,0.00
liudianxun,1,0.00
alix1000,1,0.00
alix,1,0.00
272515116,1,0.00
kgh82710,1,0.00
82710,1,0.00
chenziyuan2006,1,0.00
yoran,1,0.00
yoran166,1,0.00
xinhaizh,1,0.00
pength,1,0.00
tory_wza,1,0.00
sanyue,1,0.00
nirenhuang,1,0.00
zhaoge2007,1,0.00
wanqiminggis,1,0.00
4612743,1,0.00
sd4612743,1,0.00
maxuegang,1,0.00
7968586,1,0.00
sanfu,1,0.00
xingkekeli,1,0.00
luo20070802,1,0.00
lixiaogen,1,0.00
ipqshe,1,0.00
13978189951,1,0.00
magstone,1,0.00
wmm5559391,1,0.00
5559391,1,0.00
xkszltl,1,0.00
runtoaim,1,0.00
t52,1,0.00
t52_allan,1,0.00
panyue1983,1,0.00
cocosoya,1,0.00
53112757,1,0.00
maning439,1,0.00
cont1234,1,0.00
cont,1,0.00
denglong96,1,0.00
ndyshhmywywzbs,1,0.00
qscesz2009,1,0.00
liupengty,1,0.00
275888439,1,0.00
liwanshui0219,1,0.00
chumiaomiao,1,0.00
jasly888,1,0.00
aorex,1,0.00
down2011,1,0.00
nunion,1,0.00
leexiaojun,1,0.00
bpy,1,0.00
junxipang,1,0.00
xiangnan313,1,0.00
18620256,1,0.00
850962188,1,0.00
02243336,1,0.00
zhanghaoyu,1,0.00
zhanghaoyu168,1,0.00
cqzxw,1,0.00
limoyun,1,0.00
reer,1,0.00
pengzuoli,1,0.00
281896968,1,0.00
yangyinguo,1,0.00
zcdmx,1,0.00
wooooosh,1,0.00
netfish,1,0.00
nierc,1,0.00
nierc100,1,0.00
jesse1114,1,0.00
kxxbaobei,1,0.00
zyh13769556787,1,0.00
13769556787,1,0.00
activepages,1,0.00
cplopez,1,0.00
chenwenjiang,1,0.00
lilingjuan,1,0.00
cceczhucong,1,0.00
lmg159029,1,0.00
webworkusername,1,0.00
075401,1,0.00
skymanwww,1,0.00
r5800107,1,0.00
5800107,1,0.00
flslyxg,1,0.00
humingroom,1,0.00
jenny0802,1,0.00
62149623,1,0.00
niguanne,1,0.00
jlf1982,1,0.00
nathanliang,1,0.00
mmplayboy,1,0.00
fangjihu,1,0.00
fangjihu2660846,1,0.00
dongfang222,1,0.00
leafallen,1,0.00
wangpingde,1,0.00
359866972,1,0.00
kamiomisuzu,1,0.00
linlinzh,1,0.00
xuqinfeng,1,0.00
jixiaoliang,1,0.00
hanjiaren,1,0.00
huamaoheshui,1,0.00
lindatong,1,0.00
jjqshenmin,1,0.00
konghu1020,1,0.00
konghu,1,0.00
hor,1,0.00
apolloxia,1,0.00
hhch8838,1,0.00
hhch,1,0.00
wll123456,1,0.00
hmilylf,1,0.00
chenyjilly,1,0.00
lihongju,1,0.00
moxinjian,1,0.00
rosicky,1,0.00
zqli_rosicky,1,0.00
001601202,1,0.00
wangqun0031,1,0.00
tanglesuang,1,0.00
3318847,1,0.00
gukaiyun,1,0.00
sevadd5,1,0.00
sevadd,1,0.00
boluoxiansheng,1,0.00
yytt123622,1,0.00
254298088,1,0.00
suplch,1,0.00
fang3307,1,0.00
wlk791019,1,0.00
2886,1,0.00
duanfei9998,1,0.00
guest222,1,0.00
veryhappyman,1,0.00
63789136,1,0.00
lxhsdu,1,0.00
lxhsdu2001,1,0.00
haydo,1,0.00
gaohaojie,1,0.00
lonelywolf,1,0.00
157890217,1,0.00
letmes,1,0.00
6412325,1,0.00
guochunji,1,0.00
xuxiaowen,1,0.00
xuxiaowen966,1,0.00
carl9908,1,0.00
13426289648,1,0.00
jjyybbdd,1,0.00
huqingyun,1,0.00
zxpvsp,1,0.00
herongxin,1,0.00
laguna,1,0.00
laguna709394,1,0.00
cpfly,1,0.00
maqingzeng,1,0.00
flyaiu,1,0.00
hustberry,1,0.00
yaoyanjunyjj,1,0.00
guatai,1,0.00
lessonehour,1,0.00
307013279,1,0.00
caihuiboy,1,0.00
netebuilder,1,0.00
happywood,1,0.00
tyfotyfo,1,0.00
cpc008,1,0.00
956012,1,0.00
lz956012,1,0.00
kenneth_ma,1,0.00
050230206,1,0.00
myagstin,1,0.00
zouyaoxian,1,0.00
tangjl8866,1,0.00
yaohejun,1,0.00
long999jun,1,0.00
haiyang19850402,1,0.00
maggiezheng,1,0.00
dahai20086,1,0.00
xwill,1,0.00
101976,1,0.00
xwill101976,1,0.00
yx713800,1,0.00
713800,1,0.00
pengjia123456,1,0.00
qieyunxiao,1,0.00
liuzhao5201314,1,0.00
252160969,1,0.00
yydz0790,1,0.00
yydz,1,0.00
qq49371114,1,0.00
49371114,1,0.00
fqbeyond,1,0.00
lixiao_198209,1,0.00
houwen,1,0.00
ysjitapw,1,0.00
kuaiyi,1,0.00
luojianbo,1,0.00
huwangfang,1,0.00
lpqd0532,1,0.00
lpqd,1,0.00
cfaubill,1,0.00
yl13637473757,1,0.00
13637473757,1,0.00
elicke,1,0.00
xiaoyang_33,1,0.00
dirzzj,1,0.00
njuekinz,1,0.00
davysisi,1,0.00
shuimeierd,1,0.00
heiniq,1,0.00
ycyz1989,1,0.00
mrcosta,1,0.00
mrcosta2008,1,0.00
stonewxd,1,0.00
130201760,1,0.00
hedajun,1,0.00
395957,1,0.00
powicold,1,0.00
lgxyt,1,0.00
ainywanl,1,0.00
mayanpei,1,0.00
54830305,1,0.00
315835820,1,0.00
shiwenjuang,1,0.00
bookshot,1,0.00
wangwei1985,1,0.00
woaihang,1,0.00
buyunlei,1,0.00
030503286,1,0.00
wkhhwfnhxk,1,0.00
4283637,1,0.00
lvfengyun1982,1,0.00
lvfengyun,1,0.00
caliph,1,0.00
xf_caliph,1,0.00
kingwhere,1,0.00
hahaha110011,1,0.00
418152670,1,0.00
zp19871210,1,0.00
chaituan,1,0.00
samelover,1,0.00
sunnybpel,1,0.00
gdlbx,1,0.00
kanjingbo,1,0.00
108013931,1,0.00
liangboju,1,0.00
rsn,1,0.00
ostrich_rsn,1,0.00
79133998,1,0.00
vennybupt,1,0.00
yaozongliang,1,0.00
deletelife,1,0.00
lbnlxtx,1,0.00
dongtj,1,0.00
2511444,1,0.00
zjl2511444,1,0.00
titiaixiao,1,0.00
pengguikai,1,0.00
xjh19870402,1,0.00
gejiannan,1,0.00
hiken,1,0.00
gelice,1,0.00
125634,1,0.00
xtzhang,1,0.00
xtzhang555,1,0.00
2135173,1,0.00
q2135173,1,0.00
deng6261,1,0.00
6261,1,0.00
zephyr824,1,0.00
sun772jj,1,0.00
weishaoqun,1,0.00
1993416,1,0.00
phpliu,1,0.00
305262105,1,0.00
chy01022021,1,0.00
01022021,1,0.00
ljy111888,1,0.00
wenyizhang,1,0.00
wangzuo_2007,1,0.00
leothanatos,1,0.00
dmcdmp,1,0.00
gjmin,1,0.00
490906765,1,0.00
81153519,1,0.00
dunxinping,1,0.00
woshiwoshi,1,0.00
625461362,1,0.00
cooler230,1,0.00
wujingzhanshi,1,0.00
dcmajq,1,0.00
7148306,1,0.00
blue_red,1,0.00
mmm192168,1,0.00
liyajun88,1,0.00
pnycsoft,1,0.00
new_linux_leaner,1,0.00
leaner,1,0.00
lfsunny,1,0.00
pipichen,1,0.00
pipichen7373,1,0.00
feng2375,1,0.00
79036875,1,0.00
a79036875,1,0.00
chaiwenyao,1,0.00
lileidashuaige,1,0.00
fanlin005,1,0.00
haoqing88,1,0.00
xiaohan-85,1,0.00
laohu1951,1,0.00
125104711,1,0.00
395360312,1,0.00
dcz1984dw,1,0.00
shijiali,1,0.00
jeeyoo,1,0.00
chenjun860,1,0.00
lxj861226,1,0.00
17120,1,0.00
liliangmei,1,0.00
ldner,1,0.00
gbfreesky,1,0.00
gbfreesky8888,1,0.00
majunaitaotao,1,0.00
396645851,1,0.00
fhhjzzfh,1,0.00
9131003,1,0.00
zr9131003,1,0.00
135533,1,0.00
88035013,1,0.00
xuequn1027,1,0.00
xuequn,1,0.00
zhaoede,1,0.00
422731320,1,0.00
b422731320,1,0.00
xukaiyang,1,0.00
yingnancao,1,0.00
33273193,1,0.00
hui33273193,1,0.00
wubuli001,1,0.00
wubuli,1,0.00
renjingxiao,1,0.00
renjingxiao123,1,0.00
03196126,1,0.00
cmcc1982,1,0.00
czj781129,1,0.00
edifier009,1,0.00
zoujp,1,0.00
lengqiang,1,0.00
backfire,1,0.00
50020337,1,0.00
laisoulbo,1,0.00
guanghui08,1,0.00
mercer,1,0.00
24041002,1,0.00
liuhuabin828,1,0.00
sermitulla,1,0.00
094130,1,0.00
wht200155126,1,0.00
200155126,1,0.00
oo778oo,1,0.00
79576694,1,0.00
alexresp,1,0.00
ivan_fhf,1,0.00
jordanren,1,0.00
panghanping,1,0.00
hrq680716,1,0.00
680716,1,0.00
seaisi,1,0.00
jallyking,1,0.00
3958,1,0.00
lyke3958,1,0.00
dcrow,1,0.00
jiusaini,1,0.00
vacuummoli,1,0.00
aiv,1,0.00
song223583,1,0.00
223583,1,0.00
sdjfhasdfksdhfkadjfh,1,0.00
xiqiwang,1,0.00
dkboy,1,0.00
dkboy171,1,0.00
mijin8023,1,0.00
mijin,1,0.00
77073955,1,0.00
lzglzglzg561,1,0.00
lzglzglzg,1,0.00
popopopo1,1,0.00
27381366,1,0.00
qiuweijie21,1,0.00
chenan0318,1,0.00
wolfgroup,1,0.00
wolfgroup2007,1,0.00
linhuabin,1,0.00
venllyu,1,0.00
jiadeniu,1,0.00
liufjame,1,0.00
xinghun85,1,0.00
yeqijiang,1,0.00
zwjtzh,1,0.00
xiaobojin,1,0.00
daiqingfei,1,0.00
hualing123,1,0.00
529122161,1,0.00
2005376075,1,0.00
003377,1,0.00
jintao03191,1,0.00
03191,1,0.00
329557975,1,0.00
6624247,1,0.00
stephenhewei,1,0.00
sisuozhe,1,0.00
asco2000,1,0.00
asco,1,0.00
liudianpeng,1,0.00
allen16845,1,0.00
16845,1,0.00
530372524,1,0.00
tiansw1984,1,0.00
tiansw,1,0.00
kiwisoso,1,0.00
lee201314,1,0.00
happypig123,1,0.00
happypig,1,0.00
ttcnh2003,1,0.00
ttcnh,1,0.00
qianqiuwanzi,1,0.00
xuzikang,1,0.00
pfren,1,0.00
zhiaianyinbing,1,0.00
denly,1,0.00
hantongjun,1,0.00
cuiyuanhui,1,0.00
cuiyuanhui9,1,0.00
dirkho,1,0.00
peiyu3344,1,0.00
liu2920611,1,0.00
2920611,1,0.00
23156195,1,0.00
zhufantong,1,0.00
clothozt,1,0.00
clothozt6,1,0.00
cugbbill,1,0.00
zhangchaohui,1,0.00
zhangchaohui2008,1,0.00
wangbin527,1,0.00
wuxy0077,1,0.00
725830,1,0.00
kelimu,1,0.00
qinxue316,1,0.00
lidongkai,1,0.00
shaozhong,1,0.00
shaozhong2,1,0.00
xqdragon,1,0.00
down2012,1,0.00
zuhe,1,0.00
drugseller2005,1,0.00
drugseller,1,0.00
gingle,1,0.00
270102624,1,0.00
huangfangbian,1,0.00
yf831028,1,0.00
zyjeatyou,1,0.00
laoxiaoqiang,1,0.00
juzipi1982,1,0.00
juzipi,1,0.00
houxiaohuade,1,0.00
chenhao521521,1,0.00
gonglinyu,1,0.00
tiankonglanlan,1,0.00
gwt810120,1,0.00
lilinyan,1,0.00
recency,1,0.00
yangyue881130,1,0.00
springer_1028,1,0.00
wthttxx,1,0.00
wskg,1,0.00
wskg1231,1,0.00
szbwin,1,0.00
yangbintao,1,0.00
sherral,1,0.00
zfuy,1,0.00
xxxman2007,1,0.00
xxxman,1,0.00
zcfkiki,1,0.00
wanghe1203,1,0.00
regeditjppg,1,0.00
submit,1,0.00
submit1,1,0.00
701202,1,0.00
yuan1114,1,0.00
z8911191,1,0.00
8911191,1,0.00
itc,1,0.00
itc205109,1,0.00
205109,1,0.00
yuanyeekong,1,0.00
bjs651824,1,0.00
651824,1,0.00
168258671,1,0.00
178198228,1,0.00
zhongxiazhimeng,1,0.00
javawangba,1,0.00
wjjava,1,0.00
helloface,1,0.00
970533wang,1,0.00
970533,1,0.00
zengqing33,1,0.00
cxhong2007,1,0.00
cxhong,1,0.00
29181312,1,0.00
abc3011016,1,0.00
3011016,1,0.00
keny102202,1,0.00
102202,1,0.00
meiweijun,1,0.00
cathy4730,1,0.00
downloaddwforlinux,1,0.00
kyo99123,1,0.00
imjokan,1,0.00
goodpai,1,0.00
goodpai2007,1,0.00
bjfan,1,0.00
bjfan8225,1,0.00
newmacca,1,0.00
linfuling,1,0.00
hjchen,1,0.00
docee,1,0.00
newfeeling,1,0.00
lhjlze,1,0.00
lty920326,1,0.00
adzs,1,0.00
20002598,1,0.00
503168019,1,0.00
yiduoyangguang,1,0.00
yuanyifu,1,0.00
youyigou,1,0.00
yujun899,1,0.00
kong2156,1,0.00
wsdhx,1,0.00
yiyamzen,1,0.00
zebrahgp,1,0.00
zhywcx,1,0.00
zhywcx5542,1,0.00
5542,1,0.00
wanlingfly,1,0.00
wanlingfly2008,1,0.00
renjinxin1980,1,0.00
liufenggege,1,0.00
469801554,1,0.00
acplayer,1,0.00
springhibernate,1,0.00
miaoyan1025,1,0.00
102468414,1,0.00
xsm1034999,1,0.00
19770217,1,0.00
zq12345678,1,0.00
986101,1,0.00
wsjwxj,1,0.00
dreamsheng,1,0.00
alexo,1,0.00
tianshichao,1,0.00
71766040,1,0.00
herogood,1,0.00
edellmail,1,0.00
xiuxiuxiuxiuxiu,1,0.00
haods,1,0.00
393629926,1,0.00
zcsut,1,0.00
pjrong,1,0.00
mission2008,1,0.00
simbar,1,0.00
buctliuyong,1,0.00
fanzi123456,1,0.00
lyg114com,1,0.00
6378031,1,0.00
zbx_6378031,1,0.00
biddyl,1,0.00
08053521,1,0.00
84862297,1,0.00
iteducation,1,0.00
woainiwl,1,0.00
771113,1,0.00
zhj771113,1,0.00
040186,1,0.00
leguan_056,1,0.00
32374830,1,0.00
liling840820,1,0.00
allen328,1,0.00
aaaaazxcvb,1,0.00
fly22611,1,0.00
22611,1,0.00
shuaigelou,1,0.00
gaowbo,1,0.00
mikelai,1,0.00
16114937,1,0.00
5423804,1,0.00
klandor2008,1,0.00
klandor,1,0.00
zjeng,1,0.00
everydayjj,1,0.00
185683813,1,0.00
xuyp,1,0.00
zhangyaxun,1,0.00
wangliwu,1,0.00
wangliwu0955,1,0.00
xiaoqiang83,1,0.00
jiaojiao_224,1,0.00
63560097,1,0.00
dfzh,1,0.00
dfzh1987,1,0.00
jackeychung,1,0.00
god1984321,1,0.00
asd1234567890,1,0.00
feimeng375,1,0.00
zhangtanyu,1,0.00
zouruize,1,0.00
59225006,1,0.00
yylovezerox,1,0.00
suqiyuan,1,0.00
xiner5213344,1,0.00
islyxy,1,0.00
islyxy14,1,0.00
erkanuslu,1,0.00
tomtl111,1,0.00
tomtl,1,0.00
71411,1,0.00
carolvscake,1,0.00
woailog,1,0.00
humangmarrybu,1,0.00
wudaokui,1,0.00
504004174,1,0.00
157996348,1,0.00
crystal_025,1,0.00
47899444,1,0.00
fuxiaogang,1,0.00
810221,1,0.00
zxg312416,1,0.00
3155223366,1,0.00
nickfly,1,0.00
xiaokang060,1,0.00
jxd102102,1,0.00
liqian20011,1,0.00
vivian1983221,1,0.00
winsensor,1,0.00
armboy,1,0.00
kulao,1,0.00
zzf221226,1,0.00
hantanyue,1,0.00
matthew1118,1,0.00
71843147,1,0.00
rakebeyond,1,0.00
jimrich01,1,0.00
walx984906,1,0.00
984906,1,0.00
wqkjj,1,0.00
hanxiaotang,1,0.00
lysw,1,0.00
ly1224lysw1210,1,0.00
h88054444hxs,1,0.00
88054444,1,0.00
lds8312186,1,0.00
8312186,1,0.00
lmclmclmc,1,0.00
yuhan2007,1,0.00
mengqingjin,1,0.00
zcyzcl,1,0.00
dxjm,1,0.00
wllann,1,0.00
wllann2007,1,0.00
luobogen,1,0.00
demaolianda,1,0.00
liuchang2340987,1,0.00
2340987,1,0.00
2986652,1,0.00
329013120,1,0.00
9310986,1,0.00
shot9310986,1,0.00
453776583,1,0.00
quanzhenhua,1,0.00
tangzhengshidai,1,0.00
yerba,1,0.00
xyck,1,0.00
xyck0403,1,0.00
wolfluxay,1,0.00
sh198814,1,0.00
gellll,1,0.00
wangjie002,1,0.00
qqqqqq201,1,0.00
webworker,1,0.00
010310436,1,0.00
luisfigo_lf,1,0.00
335797487,1,0.00
humarrysureornot,1,0.00
chaosl,1,0.00
xiaojiaoya,1,0.00
joywangzh,1,0.00
xianzhao,1,0.00
190466824,1,0.00
climbhill,1,0.00
bcalberta,1,0.00
ruiri,1,0.00
poponunu,1,0.00
inuwashi,1,0.00
czxl,1,0.00
lyystar,1,0.00
xiedong851016,1,0.00
dwba1028long,1,0.00
mgxmgx008,1,0.00
mgxmgx,1,0.00
overfeel,1,0.00
zmtyy,1,0.00
worryrock,1,0.00
tjuhzjemail,1,0.00
liyatao,1,0.00
xuwanqiu,1,0.00
weilin_ai,1,0.00
caoniliang,1,0.00
ellenlizhiui,1,0.00
wuti,1,0.00
xiejiasui,1,0.00
fujiadidiy,1,0.00
guiyuan3,1,0.00
ken1968,1,0.00
devil_liu,1,0.00
danny0907,1,0.00
yqzhu,1,0.00
yqzhu121,1,0.00
qifanqifan,1,0.00
salangane,1,0.00
fkdd,1,0.00
w136417156,1,0.00
136417156,1,0.00
2623019,1,0.00
l2623019,1,0.00
jxf198686,1,0.00
jysjiays,1,0.00
rrrr0000,1,0.00
8973149,1,0.00
zilinhongshan,1,0.00
caiqinglong,1,0.00
testi1982,1,0.00
gougou11,1,0.00
joo27iou15,1,0.00
kissmiduck,1,0.00
caocongcong,1,0.00
yjwffhv,1,0.00
jinglin626,1,0.00
wanrui19831107,1,0.00
hejinhui,1,0.00
hejinhui115,1,0.00
dfmd,1,0.00
guilifei,1,0.00
01011409,1,0.00
niulinguo,1,0.00
lanyou1900,1,0.00
lizhihuiellen,1,0.00
kadeneed,1,0.00
qiuweijs,1,0.00
312378476,1,0.00
shianxiang,1,0.00
zjnbyuanjh,1,0.00
sjj88668,1,0.00
jxyyhyhq,1,0.00
hjbhjb123,1,0.00
lswan63520,1,0.00
maoyanbin,1,0.00
22540,1,0.00
xyj48634,1,0.00
48634,1,0.00
2758256,1,0.00
kxq19870702,1,0.00
546263988,1,0.00
technet,1,0.00
darkheroo,1,0.00
pgmen,1,0.00
binbeny,1,0.00
longki,1,0.00
ssjyr,1,0.00
lujiye,1,0.00
a5d67,1,0.00
hhhzzz,1,0.00
hhhzzz88,1,0.00
285638036,1,0.00
skyljx,1,0.00
skyljx329,1,0.00
018174,1,0.00
zhaojq,1,0.00
zhaojq126,1,0.00
8476096,1,0.00
tiantangai,1,0.00
kehongji,1,0.00
riig,1,0.00
lmfjk,1,0.00
caojianting,1,0.00
712599,1,0.00
daicheng712599,1,0.00
skaldwang,1,0.00
zkll2003,1,0.00
zkll,1,0.00
75910,1,0.00
ysm75910,1,0.00
xiaoshu1024,1,0.00
zhuridgv,1,0.00
zyd789163,1,0.00
789163,1,0.00
fyforever123,1,0.00
362397462,1,0.00
huruili313,1,0.00
huruili,1,0.00
543947906,1,0.00
lileihx,1,0.00
wujoanna,1,0.00
346638032,1,0.00
meinv1314258,1,0.00
wujie7758,1,0.00
meteor2100,1,0.00
lin660328,1,0.00
660328,1,0.00
xixuliang,1,0.00
fvn,1,0.00
fvn4edal,1,0.00
4edal,1,0.00
kongruojun,1,0.00
rengh917,1,0.00
rengh,1,0.00
xiangwolf,1,0.00
woshiwo30,1,0.00
kingsharex,1,0.00
gaojia1984sz,1,0.00
lyzm,1,0.00
97128,1,0.00
guoguo104,1,0.00
humorlife,1,0.00
dzljh,1,0.00
zhangerping,1,0.00
lilan0721,1,0.00
ningningning,1,0.00
gao8801848gao,1,0.00
8801848,1,0.00
thuione,1,0.00
19790723,1,0.00
jzs12315,1,0.00
monika_916,1,0.00
suyidao2008,1,0.00
wasd321,1,0.00
mndtop,1,0.00
wesongoody,1,0.00
dudukissing,1,0.00
wang1210,1,0.00
xxchxxch,1,0.00
oswu,1,0.00
luke_485,1,0.00
jindiya,1,0.00
zhbzhou,1,0.00
shenshiyang,1,0.00
baobaobzx,1,0.00
6384,1,0.00
pygyh,1,0.00
wk117911,1,0.00
117911,1,0.00
wudilongpc,1,0.00
adele523377,1,0.00
523377,1,0.00
mbl3287081,1,0.00
3287081,1,0.00
65763227,1,0.00
5208833,1,0.00
wu5208833,1,0.00
zzz199017,1,0.00
kaka1223,1,0.00
shuinoo,1,0.00
wjian315,1,0.00
820930,1,0.00
00889988,1,0.00
a00889988,1,0.00
microhui,1,0.00
68905,1,0.00
kkk68905,1,0.00
lcf808404,1,0.00
808404,1,0.00
chenhouqiao,1,0.00
3181520,1,0.00
dushihansun,1,0.00
kinglam,1,0.00
houabo,1,0.00
317723429,1,0.00
zyjgyh,1,0.00
gameboysj,1,0.00
8686527,1,0.00
ssb8686527,1,0.00
wang5201,1,0.00
asaiyangliu,1,0.00
13041155294,1,0.00
aigy12,1,0.00
dream_success,1,0.00
2002601,1,0.00
haniklz,1,0.00
over1400,1,0.00
aa520818,1,0.00
66353220,1,0.00
ameiflying,1,0.00
a_123456,1,0.00
javagossip,1,0.00
nihaoma001,1,0.00
qidicomm,1,0.00
woshixinshou,1,0.00
iosys,1,0.00
sdwin,1,0.00
iwarcraft,1,0.00
404026029,1,0.00
8221256,1,0.00
ling8221256,1,0.00
zhufulong,1,0.00
149913978,1,0.00
renzaili,1,0.00
36165187,1,0.00
cy36165187,1,0.00
xiezhixiezhi,1,0.00
liuyun520,1,0.00
8443678,1,0.00
asd8443678,1,0.00
16614512,1,0.00
kguzhen,1,0.00
kguzhen2008,1,0.00
lingzi34567,1,0.00
xuyao125,1,0.00
huffqy,1,0.00
andy1314521,1,0.00
joyhele,1,0.00
qmap,1,0.00
82026547,1,0.00
luoyonghe,1,0.00
jpvkjpvk,1,0.00
anqi2009,1,0.00
liaimin1126,1,0.00
jeonyellow,1,0.00
446793979,1,0.00
liu446793979,1,0.00
wenshuofu,1,0.00
1987309103,1,0.00
qiubinwei,1,0.00
zhouwy,1,0.00
zhouwy2003,1,0.00
28896788,1,0.00
longzhiming,1,0.00
314757472,1,0.00
zghanchao,1,0.00
kpg19850520,1,0.00
zrbing,1,0.00
zrbing85,1,0.00
nico1978,1,0.00
modest008,1,0.00
renlanas,1,0.00
506424802,1,0.00
xftl,1,0.00
xftl123456,1,0.00
flyinweb,1,0.00
cjgjl,1,0.00
yinguohui,1,0.00
roinyou,1,0.00
8944381,1,0.00
jgycompany,1,0.00
longyupeng,1,0.00
c123456999,1,0.00
zerolee,1,0.00
africagd,1,0.00
hglttp,1,0.00
asdfasdasd,1,0.00
fxy1574,1,0.00
luandl,1,0.00
deluxddt,1,0.00
jiaxiaohong,1,0.00
datesyxz,1,0.00
574371649,1,0.00
zhangcuihuan,1,0.00
seasky_zll,1,0.00
wuxilixin,1,0.00
weiyuan2046,1,0.00
2751137,1,0.00
dengxuejun,1,0.00
humotheraccept,1,0.00
hbfwoaini,1,0.00
chaimengdi,1,0.00
anliang,1,0.00
yifan117,1,0.00
kaituozhe6666,1,0.00
mylwl,1,0.00
qscesz100,1,0.00
592127,1,0.00
show0312,1,0.00
sjygqhslof,1,0.00
woainizf,1,0.00
327800245,1,0.00
sheetson,1,0.00
aini520love,1,0.00
tjb19921231,1,0.00
xiean,1,0.00
derevyanko,1,0.00
i86,1,0.00
derevyanko_i86,1,0.00
qq111qqqq,1,0.00
guoyuhuaxie,1,0.00
012532,1,0.00
cxdong,1,0.00
robinleo,1,0.00
rainrose,1,0.00
shsmu0461025,1,0.00
shsmu,1,0.00
0461025,1,0.00
kgdfjkbj,1,0.00
sunxiugang,1,0.00
caiweibo,1,0.00
benjaminyu,1,0.00
cexoxy,1,0.00
diamond20,1,0.00
1985217,1,0.00
fancy1985217,1,0.00
kavinlei,1,0.00
gugu365365,1,0.00
wzcsoft,1,0.00
wzcsoft2,1,0.00
ltech,1,0.00
34233283,1,0.00
hhfzll,1,0.00
tmp00001,1,0.00
20030603,1,0.00
xmayong,1,0.00
zzx005138,1,0.00
005138,1,0.00
xuhaiguqn,1,0.00
112907,1,0.00
zxy112907,1,0.00
